Order_Date,Region,Category,Sales_Channel,Units_Sold,Unit_Price,Discount_Pct,Customer_Rating,Return_Flag,Revenue,Profit_Margin,Profit
2024-08-05,South,Sports,Wholesale,36,474.81,0.05,4.0,0,16238.5,0.07,1136.7
2024-08-05,North,Clothing,Online,10,376.61,0.05,3.4,0,3577.8,0.19,679.78
2024-08-05,South,Food & Beverage,Online,110,413.14,0.25,2.3,0,34084.05,0.32,10906.9
2024-08-05,East,Electronics,Wholesale,94,171.74,0.0,3.5,0,16143.56,0.05,807.18
2024-08-07,South,Furniture,In-Store,60,276.91,0.2,3.9,0,13291.68,0.36,4785.0
2024-08-07,East,Food & Beverage,In-Store,54,450.66,0.15,3.8,0,20685.29,0.17,3516.5
2024-08-07,North,Sports,In-Store,105,319.37,0.0,3.8,0,33533.85,0.11,3688.72
2024-08-09,South,Electronics,Online,30,248.25,0.1,3.7,0,6702.75,0.12,804.33
2024-08-09,West,Sports,Online,25,48.15,0.0,3.4,0,1203.75,0.45,541.69
2024-08-10,East,Sports,In-Store,55,46.77,0.2,4.0,0,2057.88,0.26,535.05
2024-08-10,South,Electronics,In-Store,16,224.51,0.25,4.6,0,2694.12,0.31,835.18
2024-08-11,South,Electronics,Wholesale,21,64.52,0.2,2.6,0,1083.94,0.41,444.42
2024-08-12,South,Furniture,In-Store,13,38.83,0.2,4.8,0,403.83,0.38,153.46
2024-08-12,West,Electronics,Online,104,197.93,0.15,3.9,0,17497.01,0.42,7348.74
2024-08-12,West,Sports,Wholesale,32,207.11,0.0,3.1,0,6627.52,0.34,2253.36
2024-08-13,North,Electronics,In-Store,101,362.09,0.25,4.0,0,27428.32,0.3,8228.5
2024-08-14,South,Sports,Online,46,29.5,0.05,1.9,1,1289.15,0.43,554.33
2024-08-14,South,Food & Beverage,Online,51,19.54,0.05,4.1,0,946.71,0.11,104.14
2024-08-16,East,Clothing,In-Store,26,92.7,0.1,3.7,0,2169.18,0.13,281.99
2024-08-17,North,Sports,In-Store,115,337.12,0.1,3.3,0,34891.92,0.1,3489.19
2024-08-18,North,Furniture,Online,16,38.91,0.15,5.0,0,529.18,0.39,206.38
2024-08-18,East,Food & Beverage,Wholesale,24,400.3,0.15,3.1,0,8166.12,0.09,734.95
2024-08-18,South,Electronics,Online,81,440.51,0.0,3.6,0,35681.31,0.13,4638.57
2024-08-18,East,Electronics,In-Store,73,360.94,0.2,2.8,0,21078.9,0.12,2529.47
2024-08-20,South,Furniture,In-Store,38,324.82,0.05,4.4,0,11726.0,0.33,3869.58
2024-08-20,East,Clothing,Wholesale,15,404.66,0.1,3.1,0,5462.91,0.17,928.69
2024-08-20,South,Clothing,In-Store,1,446.28,0.15,3.9,0,379.34,0.26,98.63
2024-08-20,South,Sports,Online,84,13.91,0.15,3.7,1,993.17,0.1,99.32
2024-08-21,North,Electronics,In-Store,78,117.23,0.25,3.0,0,6857.96,0.1,685.8
2024-08-23,East,Electronics,In-Store,45,15.91,0.1,4.9,0,644.36,0.28,180.42
2024-08-24,East,Electronics,Wholesale,49,97.43,0.1,4.2,0,4296.66,0.08,343.73
2024-08-24,South,Clothing,Online,66,212.96,0.15,3.4,0,11947.06,0.29,3464.65
2024-08-24,North,Clothing,Online,103,397.3,0.0,5.0,0,40921.9,0.35,14322.66
2024-08-25,South,Food & Beverage,Online,24,22.06,0.1,3.6,0,476.5,0.06,28.59
2024-08-25,North,Clothing,In-Store,20,197.99,0.15,3.3,0,3365.83,0.07,235.61
2024-08-26,East,Sports,In-Store,74,79.51,0.05,3.6,0,5589.55,0.18,1006.12
2024-08-27,North,Clothing,Wholesale,82,146.22,0.15,3.2,0,10191.53,0.18,1834.48
2024-08-28,East,Furniture,Wholesale,95,265.09,0.25,3.3,0,18887.66,0.1,1888.77
2024-08-29,South,Furniture,In-Store,29,394.55,0.15,3.0,0,9725.66,0.33,3209.47
2024-08-30,East,Sports,Online,41,422.65,0.15,3.0,0,14729.35,0.32,4713.39
2024-08-31,South,Furniture,In-Store,117,308.39,0.2,4.3,0,28865.3,0.09,2597.88
2024-09-02,North,Clothing,In-Store,55,459.77,0.2,3.3,0,20229.88,0.09,1820.69
2024-09-02,West,Clothing,In-Store,22,195.2,0.05,3.8,1,4079.68,0.29,1183.11
2024-09-03,North,Electronics,In-Store,30,53.94,0.15,3.7,0,1375.47,0.45,618.96
2024-09-03,West,Furniture,In-Store,108,366.47,0.25,2.4,1,29684.07,0.21,6233.65
2024-09-03,East,Electronics,Online,100,70.52,0.2,4.5,1,5641.6,0.42,2369.47
2024-09-06,East,Furniture,In-Store,7,223.41,0.1,2.6,0,1407.48,0.13,182.97
2024-09-06,North,Electronics,In-Store,54,303.05,0.1,4.0,0,14728.23,0.39,5744.01
2024-09-08,North,Furniture,Online,34,228.59,0.15,5.0,0,6606.25,0.27,1783.69
2024-09-08,East,Clothing,In-Store,115,264.99,0.2,4.8,0,24379.08,0.1,2437.91
2024-09-08,South,Furniture,Online,88,159.61,0.0,3.5,0,14045.68,0.25,3511.42
2024-09-08,North,Food & Beverage,Wholesale,30,321.6,0.25,3.8,0,7236.0,0.16,1157.76
2024-09-09,South,Electronics,Online,93,267.35,0.05,4.3,0,23620.37,0.11,2598.24
2024-09-09,East,Sports,Online,101,95.59,0.1,2.7,0,8689.13,0.26,2259.17
2024-09-10,North,Sports,In-Store,8,139.43,0.1,4.4,0,1003.9,0.24,240.94
2024-09-10,South,Furniture,Online,106,154.71,0.2,3.8,1,13119.41,0.25,3279.85
2024-09-10,North,Sports,Online,21,427.8,0.15,4.4,0,7636.23,0.18,1374.52
2024-09-11,South,Food & Beverage,Wholesale,107,168.55,0.2,1.9,0,14427.88,0.44,6348.27
2024-09-11,West,Furniture,Online,118,151.76,0.0,3.8,0,17907.68,0.2,3581.54
2024-09-12,North,Furniture,In-Store,3,495.68,0.05,4.5,0,1412.69,0.4,565.08
2024-09-13,East,Food & Beverage,Wholesale,89,240.86,0.0,5.0,0,21436.54,0.43,9217.71
2024-09-13,South,Food & Beverage,Online,5,192.62,0.0,4.3,0,963.1,0.36,346.72
2024-09-14,East,Clothing,In-Store,13,489.88,0.2,4.9,0,5094.75,0.36,1834.11
2024-09-15,West,Electronics,In-Store,95,246.75,0.0,4.5,0,23441.25,0.35,8204.44
2024-09-15,West,Food & Beverage,Online,17,34.25,0.2,5.0,0,465.8,0.39,181.66
2024-09-16,West,Sports,In-Store,48,131.47,0.25,3.5,0,4732.92,0.37,1751.18
2024-09-17,East,Clothing,Online,99,160.02,0.15,3.9,0,13465.68,0.1,1346.57
2024-09-18,South,Electronics,Online,116,190.53,0.15,4.6,0,18786.26,0.27,5072.29
2024-09-19,East,Sports,Online,29,395.46,0.2,3.7,0,9174.67,0.26,2385.41
2024-09-20,West,Electronics,In-Store,113,173.19,0.25,4.0,0,14677.85,0.27,3963.02
2024-09-20,North,Furniture,Online,70,151.88,0.0,4.2,0,10631.6,0.23,2445.27
2024-09-20,West,Electronics,Online,78,200.74,0.2,4.6,0,12526.18,0.24,3006.28
2024-09-20,South,Sports,Online,94,382.14,0.05,4.3,0,34125.1,0.19,6483.77
2024-09-21,North,Food & Beverage,In-Store,38,60.41,0.25,4.4,0,1721.68,0.27,464.85
2024-09-23,South,Food & Beverage,In-Store,63,86.59,0.2,3.8,0,4364.14,0.37,1614.73
2024-09-24,North,Furniture,Online,58,494.27,0.15,3.3,1,24367.51,0.13,3167.78
2024-09-24,East,Electronics,In-Store,46,355.31,0.25,4.4,0,12258.2,0.25,3064.55
2024-09-25,South,Food & Beverage,Wholesale,94,20.31,0.1,5.0,0,1718.23,0.2,343.65
2024-09-26,South,Food & Beverage,Online,104,175.11,0.15,5.0,0,15479.72,0.09,1393.17
2024-09-27,West,Electronics,In-Store,75,400.18,0.05,3.1,1,28512.82,0.37,10549.74
2024-09-27,East,Furniture,In-Store,15,108.39,0.0,3.9,0,1625.85,0.12,195.1
2024-09-27,West,Sports,Online,60,490.36,0.0,4.4,1,29421.6,0.21,6178.54
2024-09-27,East,Sports,In-Store,5,311.75,0.1,4.4,0,1402.88,0.08,112.23
2024-09-28,West,Clothing,Online,39,233.42,0.1,3.9,0,8193.04,0.32,2621.77
2024-09-29,North,Furniture,Online,63,431.56,0.0,3.2,0,27188.28,0.45,12234.73
2024-09-30,South,Electronics,Online,99,431.68,0.0,3.3,0,42736.32,0.4,17094.53
2024-10-01,West,Electronics,Online,19,420.08,0.05,2.4,1,7582.44,0.06,454.95
2024-10-03,South,Sports,Wholesale,58,432.13,0.1,4.2,1,22557.19,0.3,6767.16
2024-10-03,North,Food & Beverage,Online,109,172.44,0.1,3.1,1,16916.36,0.2,3383.27
2024-10-03,North,Sports,Online,58,440.53,0.0,3.0,0,25550.74,0.37,9453.77
2024-10-04,West,Furniture,Wholesale,24,356.89,0.05,3.5,0,8137.09,0.34,2766.61
2024-10-05,West,Food & Beverage,In-Store,93,121.34,0.2,4.5,0,9027.7,0.42,3791.63
2024-10-06,West,Electronics,In-Store,60,379.95,0.2,3.5,0,18237.6,0.06,1094.26
2024-10-06,South,Clothing,Wholesale,22,494.57,0.0,3.2,1,10880.54,0.09,979.25
2024-10-06,West,Electronics,Online,73,321.9,0.1,4.7,0,21148.83,0.35,7402.09
2024-10-06,North,Food & Beverage,In-Store,4,444.58,0.15,4.2,0,1511.57,0.07,105.81
2024-10-06,West,Food & Beverage,Online,82,409.28,0.0,3.8,0,33560.96,0.37,12417.56
2024-10-07,North,Furniture,In-Store,58,227.18,0.1,3.6,0,11858.8,0.3,3557.64
2024-10-09,North,Food & Beverage,In-Store,56,360.62,0.0,5.0,0,20194.72,0.44,8885.68
2024-10-09,West,Food & Beverage,Online,98,380.83,0.05,3.7,0,35455.27,0.36,12763.9
2024-10-09,North,Food & Beverage,Online,8,59.82,0.05,3.5,0,454.63,0.06,27.28
2024-10-10,North,Furniture,In-Store,4,415.65,0.2,5.0,0,1330.08,0.23,305.92
2024-10-10,West,Electronics,In-Store,12,87.73,0.25,3.2,0,789.57,0.12,94.75
2024-10-10,West,Clothing,In-Store,119,20.4,0.15,4.1,0,2063.46,0.25,515.86
2024-10-11,South,Food & Beverage,In-Store,108,374.2,0.15,4.3,0,34351.56,0.18,6183.28
2024-10-12,West,Furniture,Wholesale,13,173.49,0.05,3.1,1,2142.6,0.1,214.26
2024-10-12,South,Furniture,Online,4,6.04,0.15,4.1,0,20.54,0.23,4.72
2024-10-14,South,Furniture,In-Store,63,196.01,0.25,3.3,0,9261.47,0.23,2130.14
2024-10-14,West,Sports,Online,31,196.76,0.15,3.1,0,5184.63,0.19,985.08
2024-10-15,South,Furniture,In-Store,90,268.14,0.0,2.3,0,24132.6,0.27,6515.8
2024-10-15,North,Electronics,Online,24,411.09,0.25,4.1,0,7399.62,0.16,1183.94
2024-10-15,North,Food & Beverage,Online,108,248.51,0.25,3.6,0,20129.31,0.1,2012.93
2024-10-16,East,Furniture,In-Store,64,409.29,0.05,4.2,0,24884.83,0.29,7216.6
2024-10-16,West,Sports,In-Store,10,447.75,0.15,4.0,0,3805.88,0.22,837.29
2024-10-19,West,Sports,In-Store,52,498.55,0.2,4.6,0,20739.68,0.25,5184.92
2024-10-20,South,Furniture,In-Store,90,363.95,0.05,2.7,0,31117.72,0.15,4667.66
2024-10-20,West,Sports,Online,89,173.5,0.05,4.5,0,14669.42,0.21,3080.58
2024-10-21,West,Food & Beverage,Wholesale,113,486.52,0.15,5.0,0,46730.25,0.18,8411.44
2024-10-22,East,Clothing,Online,59,51.24,0.1,3.1,1,2720.84,0.07,190.46
2024-10-24,North,Electronics,In-Store,19,474.31,0.25,3.1,0,6758.92,0.14,946.25
2024-10-25,East,Furniture,Wholesale,83,117.01,0.05,4.7,0,9226.24,0.21,1937.51
2024-10-27,South,Sports,Wholesale,44,226.56,0.2,3.4,1,7974.91,0.25,1993.73
2024-10-28,East,Electronics,Online,57,253.57,0.0,4.1,0,14453.49,0.09,1300.81
2024-10-30,North,Sports,Online,3,304.02,0.2,3.3,0,729.65,0.29,211.6
2024-10-30,East,Food & Beverage,Online,111,135.02,0.05,3.7,0,14237.86,0.44,6264.66
2024-10-30,North,Food & Beverage,In-Store,28,198.41,0.05,3.7,0,5277.71,0.4,2111.08
2024-10-30,North,Clothing,In-Store,54,289.52,0.05,2.4,0,14852.38,0.18,2673.43
2024-10-30,West,Clothing,In-Store,10,436.44,0.2,4.3,0,3491.52,0.34,1187.12
2024-10-31,West,Sports,In-Store,20,488.84,0.15,4.3,0,8310.28,0.23,1911.36
2024-11-01,East,Electronics,In-Store,117,188.18,0.1,3.6,0,19815.35,0.11,2179.69
2024-11-02,South,Food & Beverage,Online,34,217.17,0.0,3.3,0,7383.78,0.3,2215.13
2024-11-02,East,Sports,Wholesale,59,192.85,0.0,3.7,0,11378.15,0.18,2048.07
2024-11-03,North,Furniture,Online,43,348.75,0.0,3.8,0,14996.25,0.09,1349.66
2024-11-03,East,Food & Beverage,Wholesale,107,305.4,0.0,4.3,0,32677.8,0.15,4901.67
2024-11-04,North,Furniture,Online,65,249.77,0.25,2.9,0,12176.29,0.43,5235.8
2024-11-05,North,Sports,Online,29,473.59,0.05,3.0,0,13047.4,0.15,1957.11
2024-11-05,West,Food & Beverage,Online,13,201.41,0.25,3.5,0,1963.75,0.44,864.05
2024-11-06,East,Sports,Wholesale,77,48.66,0.25,2.9,0,2810.12,0.35,983.54
2024-11-08,West,Electronics,Online,64,265.28,0.05,2.6,0,16129.02,0.19,3064.51
2024-11-09,North,Food & Beverage,Online,53,473.78,0.0,3.5,0,25110.34,0.05,1255.52
2024-11-09,East,Food & Beverage,In-Store,17,87.84,0.25,4.8,1,1119.96,0.14,156.79
2024-11-10,South,Electronics,In-Store,22,209.32,0.15,4.3,1,3914.28,0.32,1252.57
2024-11-11,South,Furniture,Online,100,199.52,0.0,4.4,0,19952.0,0.3,5985.6
2024-11-11,South,Furniture,Online,93,375.9,0.25,3.6,0,26219.02,0.34,8914.47
2024-11-12,South,Clothing,Online,20,25.08,0.0,3.2,0,501.6,0.22,110.35
2024-11-13,South,Furniture,Wholesale,73,5.09,0.1,5.0,0,334.41,0.35,117.04
2024-11-13,West,Electronics,In-Store,32,483.29,0.0,3.9,0,15465.28,0.42,6495.42
2024-11-13,West,Food & Beverage,Wholesale,69,340.31,0.1,4.4,0,21133.25,0.1,2113.33
2024-11-14,South,Clothing,In-Store,117,127.22,0.05,3.9,0,14140.5,0.05,707.03
2024-11-15,West,Furniture,In-Store,26,116.94,0.2,5.0,0,2432.35,0.13,316.21
2024-11-16,South,Electronics,In-Store,100,27.17,0.2,3.7,0,2173.6,0.28,608.61
2024-11-17,West,Sports,Online,18,8.32,0.25,3.9,0,112.32,0.13,14.6
2024-11-18,West,Furniture,Wholesale,88,410.91,0.1,4.7,0,32544.07,0.27,8786.9
2024-11-18,South,Sports,Online,24,404.97,0.15,3.8,0,8261.39,0.25,2065.35
2024-11-19,North,Clothing,Online,96,301.41,0.0,4.8,0,28935.36,0.24,6944.49
2024-11-20,South,Furniture,In-Store,92,314.96,0.15,4.1,0,24629.87,0.08,1970.39
2024-11-20,North,Furniture,Online,77,498.08,0.0,4.9,0,38352.16,0.34,13039.73
2024-11-20,East,Food & Beverage,Wholesale,92,184.32,0.2,4.5,1,13565.95,0.18,2441.87
2024-11-21,North,Sports,In-Store,27,129.89,0.25,4.9,0,2630.27,0.33,867.99
2024-11-21,North,Sports,In-Store,91,54.15,0.15,3.5,0,4188.5,0.4,1675.4
2024-11-22,East,Furniture,In-Store,101,308.67,0.1,2.3,0,28058.1,0.36,10100.92
2024-11-22,West,Electronics,Online,78,370.34,0.1,3.8,0,25997.87,0.24,6239.49
2024-11-23,West,Electronics,In-Store,104,163.24,0.25,2.4,0,12732.72,0.25,3183.18
2024-11-24,North,Clothing,Online,82,111.96,0.1,3.1,0,8262.65,0.18,1487.28
2024-11-26,South,Food & Beverage,Online,79,276.42,0.2,5.0,0,17469.74,0.06,1048.18
2024-11-26,West,Clothing,Online,53,433.86,0.05,4.1,0,21844.85,0.37,8082.59
2024-12-01,North,Sports,In-Store,45,152.73,0.15,3.8,0,5841.92,0.29,1694.16
2024-12-03,North,Clothing,Online,79,51.55,0.25,3.5,0,3054.34,0.06,183.26
2024-12-03,East,Clothing,In-Store,41,222.08,0.05,5.0,0,8650.02,0.38,3287.01
2024-12-03,South,Clothing,Online,97,234.89,0.05,2.5,0,21645.11,0.36,7792.24
2024-12-05,West,Sports,In-Store,118,43.15,0.0,5.0,1,5091.7,0.39,1985.76
2024-12-05,South,Clothing,Online,42,398.02,0.1,3.4,0,15045.16,0.17,2557.68
2024-12-05,South,Sports,Online,10,270.82,0.0,3.5,0,2708.2,0.36,974.95
2024-12-06,North,Sports,Online,85,258.89,0.15,4.2,0,18704.8,0.44,8230.11
2024-12-07,West,Sports,Online,4,118.1,0.2,3.5,0,377.92,0.24,90.7
2024-12-07,West,Clothing,Wholesale,113,300.01,0.25,2.0,0,25425.85,0.41,10424.6
2024-12-07,North,Electronics,Online,60,426.66,0.25,3.3,0,19199.7,0.17,3263.95
2024-12-08,East,Sports,In-Store,18,113.13,0.05,4.0,0,1934.52,0.38,735.12
2024-12-09,North,Clothing,Online,85,76.76,0.15,3.4,0,5545.91,0.18,998.26
2024-12-09,West,Sports,Online,77,449.11,0.0,4.8,1,34581.47,0.23,7953.74
2024-12-10,West,Sports,Online,87,87.19,0.2,5.0,1,6068.42,0.44,2670.1
2024-12-10,West,Electronics,Online,32,361.4,0.05,4.3,0,10986.56,0.35,3845.3
2024-12-11,West,Food & Beverage,Online,108,70.19,0.25,4.5,0,5685.39,0.16,909.66
2024-12-11,South,Sports,Online,38,451.14,0.05,4.4,0,16286.15,0.18,2931.51
2024-12-11,West,Sports,In-Store,42,181.21,0.25,4.9,0,5708.12,0.14,799.14
2024-12-11,North,Food & Beverage,Online,23,21.16,0.15,2.9,0,413.68,0.28,115.83
2024-12-11,South,Clothing,Online,46,355.96,0.15,4.2,0,13918.04,0.45,6263.12
2024-12-13,South,Furniture,Online,95,183.39,0.0,4.1,0,17422.05,0.11,1916.43
2024-12-14,North,Sports,Online,60,301.35,0.25,4.9,0,13560.75,0.2,2712.15
2024-12-14,North,Electronics,In-Store,86,28.02,0.25,3.3,1,1807.29,0.18,325.31
2024-12-14,South,Clothing,Online,50,114.01,0.25,4.1,0,4275.38,0.2,855.08
2024-12-14,West,Sports,In-Store,66,234.11,0.2,3.2,1,12361.01,0.44,5438.84
2024-12-14,South,Sports,Online,57,453.94,0.25,4.3,0,19405.93,0.07,1358.42
2024-12-15,North,Food & Beverage,In-Store,10,224.84,0.15,5.0,0,1911.14,0.3,573.34
2024-12-16,North,Clothing,In-Store,21,144.8,0.05,4.2,0,2888.76,0.31,895.52
2024-12-17,North,Clothing,Online,77,478.13,0.2,4.9,0,29452.81,0.22,6479.62
2024-12-17,South,Food & Beverage,Online,92,410.53,0.05,2.8,0,35880.32,0.31,11122.9
2024-12-19,North,Food & Beverage,In-Store,97,192.56,0.25,2.7,0,14008.74,0.1,1400.87
2024-12-20,West,Food & Beverage,In-Store,102,11.09,0.0,3.9,0,1131.18,0.41,463.78
2024-12-20,East,Sports,Online,3,274.96,0.05,3.7,0,783.64,0.11,86.2
2024-12-22,West,Sports,Online,86,263.61,0.0,4.3,0,22670.46,0.07,1586.93
2024-12-24,West,Furniture,In-Store,40,449.93,0.2,2.5,0,14397.76,0.3,4319.33
2024-12-24,North,Sports,Wholesale,96,459.51,0.0,3.6,0,44112.96,0.11,4852.43
2024-12-25,South,Food & Beverage,Wholesale,34,111.95,0.1,3.5,0,3425.67,0.13,445.34
2024-12-25,North,Electronics,In-Store,7,69.26,0.15,3.4,1,412.1,0.09,37.09
2024-12-25,North,Furniture,In-Store,87,199.76,0.1,5.0,0,15641.21,0.22,3441.07
2024-12-25,South,Clothing,In-Store,41,13.88,0.2,2.7,0,455.26,0.12,54.63
2024-12-25,North,Furniture,Online,56,73.07,0.2,5.0,0,3273.54,0.17,556.5
2024-12-29,South,Food & Beverage,Online,52,396.89,0.0,4.8,0,20638.28,0.15,3095.74
2024-12-30,North,Electronics,Wholesale,95,132.8,0.0,3.1,0,12616.0,0.43,5424.88
2024-12-30,West,Clothing,In-Store,61,239.63,0.1,4.5,0,13155.69,0.2,2631.14
